departamento,municipio,universidad,semestre,programa,rol,edad,sexo,orientacion,identidad,discapacidad,etnia,religion,estado_civil,origen,estrato,target_vg,target_frecuencia,target_denuncia,target_apoyoU,target_percepcion,target_semestre,target_programa,target_rol,target_rangoEdad,target_sexo,target_orientacion,target_identidad,target_discapacidad,target_etnia,target_religion,target_estadoCivil,target_origen,target_estrato
Córdoba,Tunja,Universidad A,Segundo,AdministracionEmpresas,Administrativx,36,macho,lesbiana,hombre,psicosociales,gitanos,evangelismo,soltero,otroPais,5,0,casinunca,0,0,buena,Quinto,ContaduriaPublica,Docente,menores18,intersexual,lesbiana,otra,multiples,afrocolombianos,otra,unionLibre,municipioLocal,1
Valle del Cauca,Montería,Universidad B,Noveno,IngenieriaSistemas,Docente,19,intersexual,bisexual,mujer,ninguna,indigena,catolicismo,divorciado,otroDepartamento,2,0,nunca,1,0,regular,Segundo,AdministracionEmpresas,Administrativx,menores18,intersexual,hetero,otra,sensoriales,gitanos,evangelismo,viudo,otroDepartamento,2
Valle del Cauca,Medellín,Universidad B,Noveno,Psicologia,Estudiante,29,intersexual,bisexual,mujer,ninguna,ninguna,cristianismo,soltero,municipioLocal,2,1,casisiempre,1,0,muyBuena,Octavo,IngenieriaSistemas,Administrativx,entre26y40,hembra,hetero,mujer,ninguna,gitanos,agnosticismo,viudo,otroPais,5
Antioquia,Medellín,Universidad A,Sexto,Psicologia,Administrativx,34,hembra,bisexual,mujer,multiples,ninguna,otra,casado,otroPais,4,0,casisiempre,1,0,muyMala,Décimo,AdministracionEmpresas,Docente,entre18y25,intersexual,otra,otra,sensoriales,raizales,cristianismo,casado,otroDepartamento,3
Cundinamarca,Medellín,Universidad C,Sexto,ContaduriaPublica,Docente,27,macho,hetero,hombre,fisicas,indigena,catolicismo,divorciado,municipioLocal,2,1,casisiempre,1,0,muyMala,Séptimo,AdministracionEmpresas,Estudiante,entre18y25,intersexual,gay,mujer,fisicas,afrocolombianos,ateismo,unionLibre,otroDepartamento,4
Cundinamarca,Medellín,Universidad A,Cuarto,ContaduriaPublica,Administrativx,51,macho,otra,hombre,intelectuales,afrocolombianos,cristianismo,unionLibre,otroMunicipio,2,1,puntomedio,0,0,regular,Décimo,Psicologia,Estudiante,entre26y40,intersexual,hetero,mujer,ninguna,indigena,ateismo,soltero,otroPais,6
Córdoba,Cali,Universidad C,Cuarto,Derecho,Estudiante,23,macho,lesbiana,hombre,multiples,afrocolombianos,cristianismo,soltero,otroPais,4,0,casinunca,1,0,muyMala,Noveno,Derecho,Externo,mayores40,macho,lesbiana,mujer,fisicas,gitanos,otra,viudo,municipioLocal,5
Cundinamarca,Tunja,Universidad A,Quinto,IngenieriaSistemas,Administrativx,25,intersexual,gay,hombre,ninguna,raizales,otra,divorciado,otroPais,6,1,casinunca,1,1,muyMala,Cuarto,IngenieriaSistemas,Externo,mayores40,intersexual,hetero,hombre,ninguna,indigena,cristianismo,unionLibre,municipioLocal,2
Boyacá,Bogotá,Universidad C,Tercero,Derecho,Estudiante,28,hembra,otra,otra,ninguna,gitanos,otra,divorciado,otroPais,3,0,casisiempre,1,0,muyMala,Noveno,ContaduriaPublica,Administrativx,mayores40,macho,hetero,hombre,psicosociales,ninguna,agnosticismo,casado,otroPais,5
Cundinamarca,Cali,Universidad B,Primero,Psicologia,Administrativx,29,hembra,hetero,hombre,fisicas,afrocolombianos,agnosticismo,divorciado,municipioLocal,6,0,puntomedio,0,1,muyMala,Cuarto,ContaduriaPublica,Estudiante,entre26y40,hembra,bisexual,hombre,intelectuales,raizales,otra,divorciado,otroMunicipio,3
Córdoba,Cali,Universidad C,Primero,AdministracionEmpresas,Estudiante,26,macho,bisexual,mujer,ninguna,raizales,ateismo,soltero,municipioLocal,5,0,casisiempre,1,0,buena,Tercero,Derecho,Estudiante,entre18y25,intersexual,hetero,mujer,ninguna,indigena,evangelismo,unionLibre,otroDepartamento,6
Cundinamarca,Bogotá,Universidad A,Séptimo,AdministracionEmpresas,Administrativx,19,intersexual,gay,hombre,ninguna,ninguna,ateismo,unionLibre,otroMunicipio,5,0,casinunca,0,1,buena,Tercero,Derecho,Administrativx,entre18y25,macho,otra,hombre,ninguna,raizales,otra,soltero,municipioLocal,5
Boyacá,Bogotá,Universidad B,Primero,ContaduriaPublica,Estudiante,25,macho,lesbiana,otra,fisicas,ninguna,catolicismo,divorciado,otroDepartamento,2,1,nunca,1,1,mala,Décimo,Psicologia,Docente,menores18,hembra,lesbiana,otra,multiples,ninguna,cristianismo,viudo,municipioLocal,2
Antioquia,Medellín,Universidad C,Primero,AdministracionEmpresas,Externo,28,hembra,otra,otra,ninguna,ninguna,ateismo,soltero,otroDepartamento,5,1,puntomedio,0,0,muyBuena,Segundo,ContaduriaPublica,Estudiante,entre18y25,intersexual,otra,mujer,multiples,indigena,cristianismo,divorciado,otroDepartamento,6
Córdoba,Cali,Universidad C,Tercero,AdministracionEmpresas,Administrativx,53,intersexual,otra,otra,intelectuales,indigena,catolicismo,casado,municipioLocal,3,0,puntomedio,0,1,regular,Décimo,IngenieriaSistemas,Externo,mayores40,macho,otra,hombre,psicosociales,indigena,ateismo,casado,otroDepartamento,2
Antioquia,Montería,Universidad C,Décimo,AdministracionEmpresas,Administrativx,27,macho,gay,mujer,sensoriales,gitanos,cristianismo,soltero,otroPais,2,1,casisiempre,1,0,mala,Tercero,Derecho,Administrativx,mayores40,macho,gay,mujer,multiples,ninguna,evangelismo,soltero,otroDepartamento,6
Antioquia,Bogotá,Universidad C,Cuarto,Psicologia,Docente,38,macho,hetero,hombre,multiples,raizales,agnosticismo,soltero,otroDepartamento,5,0,nunca,0,1,buena,Octavo,Derecho,Docente,menores18,hembra,bisexual,hombre,multiples,afrocolombianos,ateismo,divorciado,otroMunicipio,4
Antioquia,Bogotá,Universidad C,Cuarto,AdministracionEmpresas,Docente,37,intersexual,lesbiana,hombre,intelectuales,gitanos,agnosticismo,soltero,otroDepartamento,1,1,casinunca,1,1,buena,Octavo,Derecho,Externo,menores18,intersexual,otra,otra,fisicas,indigena,agnosticismo,casado,otroPais,3
Valle del Cauca,Tunja,Universidad B,Segundo,AdministracionEmpresas,Estudiante,25,hembra,gay,hombre,intelectuales,indigena,cristianismo,divorciado,municipioLocal,1,0,siempre,1,0,buena,Segundo,IngenieriaSistemas,Estudiante,entre18y25,intersexual,gay,mujer,multiples,indigena,agnosticismo,soltero,otroMunicipio,4
Valle del Cauca,Montería,Universidad B,Primero,AdministracionEmpresas,Administrativx,53,intersexual,bisexual,mujer,sensoriales,raizales,otra,soltero,otroMunicipio,1,0,casinunca,0,0,mala,Segundo,ContaduriaPublica,Docente,menores18,intersexual,lesbiana,hombre,multiples,gitanos,catolicismo,viudo,otroMunicipio,1
Antioquia,Montería,Universidad B,Tercero,Derecho,Estudiante,46,macho,lesbiana,mujer,multiples,raizales,evangelismo,casado,municipioLocal,1,0,casinunca,0,0,buena,Segundo,IngenieriaSistemas,Externo,menores18,macho,lesbiana,hombre,psicosociales,afrocolombianos,cristianismo,casado,otroDepartamento,2
Córdoba,Bogotá,Universidad B,Cuarto,Psicologia,Externo,59,macho,otra,otra,intelectuales,afrocolombianos,evangelismo,divorciado,municipioLocal,6,0,nunca,1,0,mala,Décimo,IngenieriaSistemas,Administrativx,entre26y40,intersexual,gay,otra,psicosociales,indigena,evangelismo,divorciado,otroPais,4
Boyacá,Medellín,Universidad A,Tercero,ContaduriaPublica,Docente,29,macho,gay,otra,ninguna,gitanos,ateismo,casado,otroPais,1,0,puntomedio,0,1,buena,Séptimo,Psicologia,Docente,entre18y25,macho,otra,otra,sensoriales,ninguna,evangelismo,soltero,municipioLocal,2
Boyacá,Tunja,Universidad B,Octavo,Derecho,Estudiante,31,macho,otra,hombre,sensoriales,gitanos,otra,viudo,municipioLocal,2,1,casinunca,1,0,muyMala,Sexto,Derecho,Docente,mayores40,macho,otra,hombre,multiples,raizales,ateismo,unionLibre,otroDepartamento,6
Cundinamarca,Montería,Universidad C,Décimo,IngenieriaSistemas,Estudiante,38,hembra,otra,mujer,multiples,afrocolombianos,catolicismo,soltero,otroPais,4,0,puntomedio,1,0,muyMala,Primero,ContaduriaPublica,Administrativx,entre26y40,hembra,bisexual,hombre,multiples,ninguna,otra,soltero,otroPais,2
Córdoba,Bogotá,Universidad C,Primero,Psicologia,Docente,39,hembra,otra,mujer,psicosociales,ninguna,agnosticismo,divorciado,otroMunicipio,6,1,nunca,0,0,muyBuena,Segundo,Psicologia,Estudiante,mayores40,macho,bisexual,mujer,ninguna,afrocolombianos,otra,divorciado,municipioLocal,1
Valle del Cauca,Montería,Universidad B,Segundo,Psicologia,Administrativx,38,macho,hetero,hombre,fisicas,indigena,ateismo,divorciado,otroPais,4,1,nunca,0,0,buena,Primero,Psicologia,Estudiante,menores18,hembra,lesbiana,mujer,multiples,gitanos,ateismo,divorciado,otroMunicipio,2
Antioquia,Tunja,Universidad C,Séptimo,IngenieriaSistemas,Estudiante,47,hembra,otra,hombre,ninguna,gitanos,cristianismo,soltero,otroMunicipio,2,0,casisiempre,0,0,muyBuena,Séptimo,AdministracionEmpresas,Docente,menores18,hembra,bisexual,hombre,fisicas,gitanos,otra,unionLibre,otroPais,6
Cundinamarca,Tunja,Universidad B,Cuarto,IngenieriaSistemas,Docente,56,hembra,bisexual,otra,sensoriales,afrocolombianos,otra,unionLibre,otroMunicipio,2,0,siempre,1,1,mala,Sexto,Derecho,Docente,mayores40,intersexual,gay,otra,ninguna,gitanos,evangelismo,divorciado,otroMunicipio,6
Boyacá,Cali,Universidad C,Octavo,IngenieriaSistemas,Administrativx,37,hembra,bisexual,otra,fisicas,raizales,agnosticismo,unionLibre,otroMunicipio,3,1,nunca,0,0,muyBuena,Segundo,ContaduriaPublica,Docente,entre26y40,hembra,lesbiana,mujer,multiples,ninguna,ateismo,soltero,otroMunicipio,4
Valle del Cauca,Bogotá,Universidad A,Tercero,ContaduriaPublica,Externo,41,macho,lesbiana,otra,psicosociales,afrocolombianos,catolicismo,casado,municipioLocal,6,0,nunca,0,1,buena,Segundo,ContaduriaPublica,Externo,entre26y40,intersexual,otra,hombre,fisicas,raizales,otra,casado,otroPais,3
Valle del Cauca,Tunja,Universidad A,Sexto,AdministracionEmpresas,Docente,40,intersexual,otra,hombre,intelectuales,ninguna,catolicismo,soltero,otroPais,4,0,puntomedio,1,0,mala,Segundo,ContaduriaPublica,Docente,entre26y40,hembra,lesbiana,otra,sensoriales,raizales,catolicismo,soltero,municipioLocal,5
Antioquia,Cali,Universidad B,Noveno,Psicologia,Estudiante,24,intersexual,otra,hombre,intelectuales,indigena,evangelismo,soltero,otroDepartamento,1,0,nunca,1,0,mala,Octavo,Derecho,Estudiante,menores18,macho,hetero,otra,ninguna,indigena,cristianismo,divorciado,otroPais,4
Boyacá,Cali,Universidad B,Primero,AdministracionEmpresas,Externo,26,intersexual,gay,otra,multiples,ninguna,ateismo,viudo,municipioLocal,2,0,casinunca,0,1,muyMala,Séptimo,ContaduriaPublica,Administrativx,entre18y25,intersexual,lesbiana,hombre,intelectuales,raizales,catolicismo,unionLibre,municipioLocal,1
Córdoba,Montería,Universidad B,Primero,AdministracionEmpresas,Administrativx,18,macho,hetero,otra,sensoriales,raizales,cristianismo,unionLibre,otroMunicipio,1,1,casisiempre,0,0,mala,Primero,IngenieriaSistemas,Administrativx,menores18,macho,bisexual,hombre,multiples,raizales,otra,unionLibre,otroDepartamento,5
Valle del Cauca,Montería,Universidad C,Octavo,IngenieriaSistemas,Administrativx,43,hembra,lesbiana,mujer,sensoriales,raizales,agnosticismo,unionLibre,otroDepartamento,4,0,casisiempre,1,0,mala,Cuarto,IngenieriaSistemas,Administrativx,mayores40,intersexual,gay,mujer,ninguna,indigena,agnosticismo,viudo,otroDepartamento,2
Antioquia,Cali,Universidad B,Tercero,ContaduriaPublica,Docente,55,hembra,otra,mujer,multiples,raizales,catolicismo,soltero,municipioLocal,6,0,casinunca,1,1,muyBuena,Cuarto,Derecho,Docente,entre26y40,macho,otra,hombre,psicosociales,ninguna,evangelismo,unionLibre,otroDepartamento,4
Córdoba,Montería,Universidad A,Quinto,Derecho,Docente,55,macho,gay,otra,fisicas,raizales,agnosticismo,casado,otroDepartamento,5,0,nunca,1,0,mala,Séptimo,ContaduriaPublica,Docente,entre18y25,hembra,otra,mujer,ninguna,ninguna,catolicismo,unionLibre,otroMunicipio,5
Boyacá,Tunja,Universidad C,Primero,ContaduriaPublica,Docente,39,macho,hetero,otra,intelectuales,afrocolombianos,cristianismo,soltero,otroMunicipio,5,1,siempre,1,0,regular,Segundo,AdministracionEmpresas,Administrativx,entre26y40,intersexual,bisexual,otra,psicosociales,afrocolombianos,catolicismo,divorciado,otroDepartamento,4
Valle del Cauca,Medellín,Universidad B,Quinto,AdministracionEmpresas,Administrativx,27,intersexual,lesbiana,mujer,intelectuales,raizales,agnosticismo,casado,otroDepartamento,2,1,nunca,1,1,muyMala,Cuarto,AdministracionEmpresas,Externo,menores18,intersexual,bisexual,mujer,multiples,ninguna,ateismo,casado,otroMunicipio,2
Córdoba,Tunja,Universidad C,Sexto,ContaduriaPublica,Externo,23,intersexual,lesbiana,otra,sensoriales,raizales,ateismo,unionLibre,otroDepartamento,3,0,casisiempre,1,1,muyMala,Primero,AdministracionEmpresas,Externo,entre18y25,intersexual,bisexual,hombre,fisicas,gitanos,ateismo,casado,municipioLocal,6
Córdoba,Cali,Universidad C,Octavo,IngenieriaSistemas,Administrativx,34,macho,otra,mujer,sensoriales,afrocolombianos,evangelismo,viudo,otroMunicipio,1,0,siempre,1,0,mala,Cuarto,IngenieriaSistemas,Externo,entre18y25,hembra,hetero,mujer,psicosociales,gitanos,ateismo,divorciado,otroPais,4
Córdoba,Cali,Universidad B,Tercero,Derecho,Estudiante,55,intersexual,lesbiana,mujer,multiples,raizales,agnosticismo,divorciado,otroDepartamento,2,0,puntomedio,1,0,muyBuena,Primero,AdministracionEmpresas,Externo,menores18,macho,gay,otra,ninguna,afrocolombianos,otra,unionLibre,otroPais,1
Valle del Cauca,Tunja,Universidad C,Tercero,IngenieriaSistemas,Administrativx,41,hembra,gay,mujer,psicosociales,ninguna,otra,unionLibre,municipioLocal,3,0,puntomedio,1,0,muyMala,Segundo,ContaduriaPublica,Estudiante,entre26y40,hembra,hetero,otra,ninguna,raizales,agnosticismo,soltero,otroMunicipio,5
Valle del Cauca,Montería,Universidad A,Décimo,Derecho,Estudiante,27,macho,lesbiana,hombre,fisicas,ninguna,evangelismo,casado,otroDepartamento,1,0,nunca,0,0,muyMala,Segundo,ContaduriaPublica,Administrativx,entre26y40,hembra,bisexual,hombre,psicosociales,afrocolombianos,catolicismo,casado,otroMunicipio,5
Cundinamarca,Montería,Universidad A,Noveno,AdministracionEmpresas,Externo,25,macho,bisexual,hombre,ninguna,gitanos,cristianismo,soltero,otroPais,4,1,nunca,0,1,regular,Décimo,AdministracionEmpresas,Estudiante,entre26y40,hembra,gay,mujer,sensoriales,indigena,cristianismo,divorciado,otroMunicipio,5
Boyacá,Cali,Universidad C,Cuarto,Derecho,Docente,38,hembra,gay,otra,psicosociales,ninguna,evangelismo,unionLibre,municipioLocal,5,0,siempre,1,1,mala,Tercero,Psicologia,Docente,menores18,macho,bisexual,hombre,sensoriales,afrocolombianos,ateismo,soltero,municipioLocal,4
Antioquia,Bogotá,Universidad B,Cuarto,Derecho,Docente,23,hembra,hetero,mujer,psicosociales,indigena,agnosticismo,viudo,otroDepartamento,3,0,siempre,0,1,muyMala,Octavo,AdministracionEmpresas,Externo,mayores40,hembra,gay,hombre,sensoriales,afrocolombianos,agnosticismo,unionLibre,municipioLocal,2
Córdoba,Montería,Universidad C,Séptimo,Derecho,Administrativx,38,hembra,hetero,hombre,sensoriales,indigena,agnosticismo,casado,otroPais,1,1,nunca,1,0,muyMala,Sexto,Psicologia,Externo,mayores40,intersexual,otra,otra,psicosociales,gitanos,otra,divorciado,otroDepartamento,4
Cundinamarca,Tunja,Universidad A,Segundo,ContaduriaPublica,Docente,56,intersexual,otra,otra,sensoriales,indigena,otra,soltero,otroPais,2,0,casisiempre,0,0,muyMala,Sexto,Derecho,Administrativx,entre26y40,hembra,hetero,mujer,psicosociales,indigena,agnosticismo,casado,otroDepartamento,4
Antioquia,Montería,Universidad C,Octavo,ContaduriaPublica,Externo,41,macho,otra,otra,sensoriales,afrocolombianos,catolicismo,divorciado,otroPais,1,0,puntomedio,1,1,muyMala,Noveno,Derecho,Externo,entre18y25,macho,bisexual,hombre,ninguna,indigena,ateismo,soltero,otroPais,6
Cundinamarca,Tunja,Universidad C,Sexto,AdministracionEmpresas,Docente,50,intersexual,bisexual,otra,psicosociales,ninguna,otra,casado,otroDepartamento,2,0,siempre,0,0,muyBuena,Octavo,ContaduriaPublica,Administrativx,mayores40,intersexual,bisexual,otra,multiples,afrocolombianos,evangelismo,soltero,otroDepartamento,5
Valle del Cauca,Cali,Universidad A,Tercero,Derecho,Administrativx,35,hembra,hetero,otra,fisicas,indigena,agnosticismo,soltero,otroMunicipio,5,0,casisiempre,1,1,buena,Segundo,IngenieriaSistemas,Docente,entre26y40,macho,lesbiana,hombre,multiples,indigena,catolicismo,casado,municipioLocal,2
Córdoba,Montería,Universidad C,Noveno,Psicologia,Externo,45,intersexual,hetero,otra,sensoriales,gitanos,evangelismo,divorciado,otroPais,5,1,nunca,1,1,regular,Sexto,ContaduriaPublica,Externo,mayores40,hembra,otra,mujer,fisicas,indigena,ateismo,soltero,municipioLocal,3
Antioquia,Tunja,Universidad C,Quinto,AdministracionEmpresas,Estudiante,49,hembra,hetero,mujer,intelectuales,afrocolombianos,otra,soltero,otroMunicipio,1,0,casinunca,0,1,muyBuena,Primero,ContaduriaPublica,Externo,entre26y40,macho,bisexual,hombre,psicosociales,ninguna,cristianismo,casado,municipioLocal,2
Antioquia,Cali,Universidad B,Octavo,Derecho,Administrativx,29,intersexual,hetero,otra,fisicas,gitanos,otra,divorciado,municipioLocal,1,0,siempre,1,0,regular,Noveno,IngenieriaSistemas,Estudiante,mayores40,intersexual,hetero,mujer,multiples,indigena,catolicismo,divorciado,municipioLocal,4
Antioquia,Bogotá,Universidad B,Séptimo,Derecho,Estudiante,59,intersexual,lesbiana,mujer,intelectuales,ninguna,catolicismo,divorciado,otroMunicipio,2,0,casinunca,0,0,muyMala,Cuarto,ContaduriaPublica,Administrativx,mayores40,macho,otra,otra,multiples,raizales,agnosticismo,viudo,otroPais,1
Antioquia,Tunja,Universidad A,Octavo,ContaduriaPublica,Externo,44,hembra,gay,hombre,fisicas,raizales,agnosticismo,divorciado,otroMunicipio,2,1,casisiempre,0,1,regular,Cuarto,IngenieriaSistemas,Administrativx,entre18y25,intersexual,bisexual,otra,sensoriales,indigena,cristianismo,unionLibre,otroPais,2
Antioquia,Bogotá,Universidad A,Séptimo,AdministracionEmpresas,Administrativx,27,intersexual,gay,otra,sensoriales,gitanos,agnosticismo,soltero,otroMunicipio,3,0,puntomedio,0,1,mala,Noveno,ContaduriaPublica,Externo,entre18y25,intersexual,hetero,hombre,sensoriales,gitanos,catolicismo,divorciado,municipioLocal,5
Cundinamarca,Bogotá,Universidad A,Tercero,Derecho,Administrativx,59,macho,bisexual,hombre,ninguna,raizales,cristianismo,divorciado,otroMunicipio,3,0,casisiempre,0,1,mala,Tercero,Derecho,Estudiante,mayores40,hembra,lesbiana,otra,sensoriales,ninguna,cristianismo,unionLibre,otroMunicipio,1
Córdoba,Medellín,Universidad B,Segundo,Derecho,Externo,49,intersexual,lesbiana,mujer,multiples,afrocolombianos,catolicismo,casado,otroMunicipio,3,1,puntomedio,1,0,buena,Quinto,Psicologia,Externo,entre26y40,hembra,lesbiana,hombre,intelectuales,gitanos,agnosticismo,unionLibre,otroDepartamento,3
Valle del Cauca,Montería,Universidad A,Séptimo,AdministracionEmpresas,Docente,59,intersexual,hetero,mujer,sensoriales,gitanos,cristianismo,viudo,municipioLocal,1,0,casisiempre,0,1,buena,Primero,ContaduriaPublica,Administrativx,entre18y25,intersexual,hetero,hombre,multiples,gitanos,ateismo,casado,otroPais,3
Valle del Cauca,Tunja,Universidad A,Tercero,Psicologia,Administrativx,43,macho,hetero,hombre,psicosociales,gitanos,cristianismo,viudo,municipioLocal,6,1,siempre,1,1,regular,Sexto,Psicologia,Administrativx,menores18,macho,otra,mujer,sensoriales,raizales,cristianismo,viudo,otroMunicipio,1
Valle del Cauca,Bogotá,Universidad A,Tercero,AdministracionEmpresas,Administrativx,42,hembra,otra,otra,ninguna,afrocolombianos,cristianismo,divorciado,otroMunicipio,6,0,siempre,0,0,muyBuena,Tercero,AdministracionEmpresas,Externo,entre18y25,intersexual,hetero,hombre,sensoriales,ninguna,ateismo,unionLibre,otroDepartamento,3
Valle del Cauca,Medellín,Universidad B,Segundo,AdministracionEmpresas,Estudiante,28,macho,otra,otra,psicosociales,afrocolombianos,ateismo,viudo,otroMunicipio,6,0,casinunca,1,1,muyBuena,Primero,ContaduriaPublica,Docente,mayores40,hembra,hetero,mujer,psicosociales,afrocolombianos,agnosticismo,unionLibre,otroMunicipio,1
Cundinamarca,Cali,Universidad C,Cuarto,Psicologia,Docente,40,intersexual,bisexual,hombre,fisicas,indigena,cristianismo,viudo,otroPais,6,0,casisiempre,0,1,muyMala,Décimo,Derecho,Externo,mayores40,macho,lesbiana,hombre,ninguna,indigena,agnosticismo,divorciado,municipioLocal,4
Boyacá,Tunja,Universidad A,Octavo,AdministracionEmpresas,Estudiante,51,hembra,hetero,hombre,psicosociales,ninguna,otra,divorciado,municipioLocal,3,0,casisiempre,1,0,muyBuena,Sexto,IngenieriaSistemas,Estudiante,menores18,intersexual,lesbiana,mujer,sensoriales,raizales,cristianismo,viudo,otroDepartamento,1
Córdoba,Bogotá,Universidad C,Primero,Derecho,Estudiante,57,intersexual,bisexual,hombre,ninguna,gitanos,evangelismo,divorciado,otroDepartamento,1,0,casinunca,1,0,buena,Décimo,Derecho,Administrativx,entre18y25,hembra,lesbiana,otra,psicosociales,raizales,cristianismo,viudo,otroMunicipio,4
Antioquia,Montería,Universidad A,Primero,AdministracionEmpresas,Docente,40,intersexual,lesbiana,otra,ninguna,gitanos,otra,casado,municipioLocal,6,0,nunca,1,1,muyBuena,Segundo,Psicologia,Administrativx,mayores40,intersexual,bisexual,hombre,fisicas,afrocolombianos,agnosticismo,unionLibre,otroPais,5
